full_text,label
sebagaimana yang disebut dalam kasus korupsi ini. Vice President Corporate Communication Pertamina Fadjar Djoko Santoso membantah hal tersebut. Kami pastikan bahwa yang dijual ke masyarakat itu sesuai dengan spek yang sudah ditentukan oleh Dirjen Migas. Itu artinya RON 92,2
wah ini @pertamina @MyPertaminaID lebih gawat lagi!! Tidak punya fasilitas ubah RON 90 jadi 92 artinya RON 90 dikasih pewarna n dijual sbg RON 92!!,0
Ron 92 pertamax n shell beda 450 rupiah per liter tapi shell dijamin bagus bensinnya. Mending ke shell lah,0
@Mdy_Asmara1701 di setrum aja hukumannya kalo udah lemes ga usah di setrum dulu kalo udah sehat di setrum lagi. Gitu terus aja sampek dia umur 92 biar matinya kek ron 92.,0
@republikaonline RON 88 diubah jadi RON 92 atau RON 88 dijual/diakui RON 92?,0
@haekalrast @lyndaibrahim kesimpulannya ron 90 dikasih warna ron 92,0
@tijabar Ron 88 campur 92 dijual 92 Kalo zat aditif tuh udah biasa kaya foto diatas chevron ditambah techron (aditif) https://t.co/Xpph1zDDLy,1
@you_rnamee @tanyarlfes Super aja Nder Yang RON 92,0
@lyndaibrahim Kalau nipu invoice kan beli ron 90 pakai harga ron 92.... Pertanyaannya yang datang dan dijual ke costumer as pertamax ron 90 atau 92 ? Kalau ron 92 barang dari mana ?,1
@siregar_najeges Tdk masalah emang selama ada yg diuntungkan pd gerombolannya. Klo rakyat yg rugi tdk pernah masalah juga. ‍️ Begitu bisa lulus S3 rek Anak SMP aja bisa mikir soal bbm ron 90 92 eeh malah dia dodol,0
@tijabar Nanya kemana arahnya? Maksudnya lu mau belain yg 7 org di @KejaksaanRI itu bhw RON meski pakai zat adiktif tdk akan bisa jd RON 92 lalu ngapain kejaksaan nangkepin org2 itu jk faktanya dr praktek tipu2 itu telah rugikan negara sampai 193 7T? Nih anggota @DPR_RI minta pembenaran,0
Terungkap Tersangka Ini Perintahkan Oplos RON 88-RON 92 Lalu Dijual dengan Harga Pertamax https://t.co/5yiQ4A9kg0,0
@mhmmd_jati Jadi walaupun standar industrinya sudah senilai RON 92 karena bahan bakunya rendah di RON 90; kualitasnya berbeda dengan apa yang konsumen harapkan dengan membayar lebih mahal. Ini yg jadi titik perdebatan dan kemarahan masyarakat.,0
Dapat fasilitas BBM dari kantor di izinkan menggunakan RON 92-98 (ada maximal Rp setiap bulan). selama ini selalu beli Pertamax dan atau Pertamax Turbo milik @pertamina Mulai saat ini beralih ke shell dan Vivo.. Teman kantor jg sdh beli BBM non pertamina #TidakPecayaPertamina https://t.co/NhrSD8MpVl,0
@kegblgnunfaedh Mana coba kasih bukti hasil lab yang menjelaskan hal itu jangan cuma ngomong doang di media klo semua udah sesuai. Bandingkan dengan Ron 92 dengan milik kompetitor apakah kuakitasnya sama atau lebih buruk. Kita beli BBM pake duit pak bukan pake daun,0
Makanya saya dari kemarin penasaran RON 90 ditambahin apa supaya bisa jadi RON 92? Dulu pas belajar kimia pernah diajarin ningkatin nomor oktan tuh emg bisa misal pake timbal atau etanol tapi bakalan ada dampak ke kualitasnya. Ini blom banyak dibahas apa terlalu teknis?,0
Vespa ti lahir ceprot pertamax wae makena... seueul siki kanj*t nagdenge berita ternyata Ron 92 daif,0
@naarymy @tanyarlfes Yg Shell Super kak itu Ron 92 klo yg V Power Ron 95 klo yg nitro plus Ron 98 setara Pertamax Turbo,0
@petrabarus Pake proses blending aditif itu lebih ke perbaikan kualitas BBMnya dalam hal pengurang pengotor. Kalo punya RON 95 dicampur RON 88 misalnya bisa aja dapet RON 90-92.,0
@tijabar Pada tolol ya Otak2 yg dikasih asupan sama influencer X jadinya tolol Kalo base dicampur aditif itu udh biasa kaya chevron pake techron Yg masalah kata kejaksaan itu ron kecil di mix ron kecil lain dijual jadi 92 https://t.co/opRW5hWxJ6,0
@you_rnamee @tanyarlfes Pake shell super aja kak beat itu kompresi mesinnya ga terlalu tinggi jadi cukup pake ron 92 atau shell super udah cukup.,1
Iya saya paham Pertamax nggak dioplos Pertamina hanya membuat ron 90 di-Blending agar dapat ron 92 dan dijual dengan nama Pertamax yg artinya masyarakat tidak mendapat ron 92 murni. https://t.co/JOoVmPY0RF,0
Direktur Utama PT Pertamina Simon Aloysius Mantiri menjamin kualitas Pertamax dengan RON 92 maupun produk BBM lain sesuai telah standar dan spesifikasi yang sudah ditetapkan. Kami pastikan operasional Pertamina saat ini berjalan lancar dan terus mengoptimalkan layanan serta https://t.co/R8TbW6jwJa,2
Jangan cuma sah bikin ron 90 jadi 92 trus bisa jelasin kenapa ron 92 Pom Swasta bisa bikin kinerja mesin lebih bagus? Even ron 89 vivo dulu lebih bagus dari pertalite yang ron 90 sebelum dihapus aturan,0
Fitra eri menjelaskan kepada masy secara gamblang oplos ini bukan masalah ron 88 90 92 95 bukan hanya angka itu! ada unsur densitas kejernihan yg pada akhirnya berpengaruh pada kinerja mesin dan konsumsi bbm ini yg harusnya dijelaskan Pertamina https://t.co/tHW8UPOUiu,0
Modus rubah premium ron 88 jadi ron 90 ( pertalite ) ron 92 ( pertamax ) ditambah zat pewarna tak kira lama banget bikin oplosan nya Kejagung Negara rugi 193 T tapi rakyat konsumen emg babi bangsat para bajingan di pertamina Om fitra eri dan pak ahok bawa petronas ke indo https://t.co/daPJH5SMHM,0
@tijabar Memang kontol import RON 90 terus dikasih embel-embel RON 92 memang tai mafia migas layak di hukum mati.,0
@Senjaditimur22 Sepakat. Info dari rekan ternyata sempet import ron lebih tinggi ya mas? Jadi di blend terus sampai pada titik ron 92 baru di pasarkan Jadi media ngegoreng aja kalau oknum korup di korelasiin ke product. Pdhl 2 hal yg berbeda,0
@kabjagirl Malah makin bingung ditanya perubahan dari Ron 90 ke Ron 92 jawabnya falue zat Aditive... terus aja begitu jawabnya sampai ahir,0
Tindak Lanjut Isu Oplosan Komisi XII DPR dan LEMIGAS Lakukan Uji Sampel BBM RON 90 dan RON 92 https://t.co/94vFlHO3d0,0
@PresidenKopi bangkenya anggota dewan pertanyaannya ke badan usaha malah ron 90 bisa menjadi ron 92? mestinya tanya itu ke eco racing wkwk,0
Awas BBM Oplosan Begini Cara Mengenali dan Mencegahnya Modus blending pada RON 88 dengan RON 92 agar dapat menghasilkan RON 92 jadi modus utama para tersangka korupsi minyak mentah Pertamina. Publik pun dibuat panik dengan isu peredaran Pertamax oplosan. Walau Pertamina https://t.co/tVvIhFVJZD,0
@mhmmd_jati Punten mas kalo ga paham gaperlu coba jelasin apalagi pakai bantuan chat gpt. Malah jadi misleading. Import bensin ron 90 sama import crude oil udah beda. Masalahnya memang kompleks ada import gasoline (ron 90 diclaim jadi 92) untuk konsumsi bbm langsung. Ada import crude oil,0
@na12ez Iyap pihak pertamina memastikan bbm yg keluar dr kilang - spbu itu semuanya udh sesuai standar kualitasnya. W gapunya kewenangan utk mengelak ataupun mengiyakan perihal korupsinya tp kalo sesuai dugaan perkara adanya korupsi anggaran lewat pembelian ron 90 dgn harga ron 92.,0
@lyndaibrahim yang aneh it mereka sdh mark up impor ron90/88 pakai harga ron 92 terus mereke blend itu pakai duit siapa kalaupertamina harusnya kan ga ad anggarannya lagi secra sdh du klaim impor 92 kalau duit sendiri kan pasti ga murah itu kayaknya kasus n nilai kerugiannya belum jelas,0
Terungkap Tersangka Ini Perintahkan Oplos RON 88-RON 92 Lalu Dijual dengan Harga Pertamax https://t.co/G6QwuChU1N,0
@Dandhy_Laksono Sungguh teganya operator BUMN pertamina ini mencampur bbm premium RON 88 dengan pertamax RON 92 https://t.co/6cUpoN6IAU,0
@tasaralesya Bodo amat yg ptg asli ron 92,0
@sungir666 @innovacommunity Ga ada Shell paling rendah tuh super Ron 92 Setara Pertamax,0
@tijabar @ferizandra Ngga gtu ron nya jadi 92 tapi spesifikasi lainya sama aja ron tinggi bukan mencerminkan kualitas .,0
@lyndaibrahim Iya sih gak ngoplos bebas tapi ron 90 dijual sebagai ron 92. Ya betul gak ngoplos. Pantes aja warnanya kok jadi sama. Pertamax asli dahulu warnanya biru bukan kehijauan.,0
@awemany Tapi kalo baca trit ini bisa aja ron 90 diolah jadi 92. Saya gak ngerti perminyakan tapi intinya jadi makin bingung. Haha https://t.co/0K2p9NFdkD,0
@republikaonline Ron 90+aditif+warna jd Ron 92.. Ndasmu atos..,0
@Adi_8002 DokterMobil dah bilang RON 92 di LN dipake balap. Jadi bukan masalah RON tapi tingkat kemurniannya. BBM dari pertamina ditengarai masih sangat kotor. Semakin murni BBMnya semakin banyak minyak mentah terbuang. Makanya doi bilang bandingin aja sama BBM dari Kuning Ijo Biru,0
@jansen_jsp 1. Pemerintah melakukan uji petik di seluruh spbu pertamina thd kandungan yg katanya Pertamax ron 92. Tunjuk lembaga/lab yg kompeten. Kl cm dr segi warna itu meragukan. 2. Minta maaf ke rakyat 3. Hukum mati koruptor 4. Pecat Bahlil Itu kl mau mengembalikan kepercayaan rakyat,0
@tijabar makane mau diakalin atau ditambah zat aditif kek apapun ron 90 ya tetap ron 90 kandungan sulfurnya tetap sama meski kl dites ronnya keluar ron 92 istilah gampange ada ron 92 asli dan ada ron 92 kw,0
@tanyarlfes emg ngga salah tapi kalo.harganya RON 92 tapi isinya Ron 90 itu penipuan t*l0l,0
@Catatan_ali7 @bahlillahadalia penipuan.. beli ron 90 yg di tulis ron 92... trus lu jual sbg ron 92..... padahal ron 90... lu emang ga oplos tapi manipulasi data pembelian se indonesia raya,0
@rayestu Pusing kepala. Info dari kejaksaan ini ngga jelas banget. Kadang dia bilang blending Jadi RON 92. Kadang dia bilang oplos RON 88/90 dengan RON 92. Tapi kalau ini mah ngga mungkin lolos di LEMIGAS. Kecuali kalo main lagi di LEMIGAS. https://t.co/yBIwFHAqKN,0
@tijabar jadi si ibu ini bicara berdasarkan kandungan sulfur krn sbnrnya ron ini bicara kandungan sulfur stlh proses reforming terbentuk ron 90 ron 92 semakin tinggi angka ron kandungan sulfur semakin rendah,0
@tobekool Mani mu Ron berapa ngga punyaku 92,0
@va7ent @omcopywriter @lyndaibrahim @rayestu @thedufresne @Mosthafavi Yg penting pasti pas 1 liter om. Baru segitu tingkat jujur mereka. Mau beli ron 88 pake label 92 yg dijamin 1 liternya doang pasti pas.,0
DPR org ngeluh setelah isi pertamax pertamina motor nya mbrebet .! Kalau gak bisa hadirkan BBM murah dan ber kualitas ganti petronas Kejagung modus korupsi 193 T beli RON 92 dan 95 yg datang RON 88 ( premium ) no 2 setelah PT Timah Pak ahok dan fitra eri tanggapan nya .? https://t.co/YPQvGNU1sb,1
@you_rnamee @tanyarlfes Beat dan sejenisnya Shell super udah optimal (Ron 92 setara pertamax) Pcx nmax xmax dan sejenisnya V-power (Ron 95) diisi shell super juga bisa Moge bagusnya pake V-Power nitro + (Ron 98),0
@JhonSitorus_18 Ini bener apa RON 90 dioplos jadi RON 92? Gak kebalik. Kalau dari RON 90 menjadi RON 92 lebih bagus toh karena nilai oktannya bertambah dan menjadi lebih efisien.,0
@TOM5helby Masalahnya bukan Ron 88 atau Ron 92 atau apalah yang penting adalah Usut Sampai Dalang dibelakang ini...ini kan sudah terjadi 5tahun kok baru sekarang....ada apa? @KejaksaanRI @KPK_RI @prabowo,0
@ebbe1802 @tijabar Makane pertamax pertamina walau dites munculnya ron 92 tp kualitasnya kalah ama ron 92 shell ( kandungan sulfur lebih banyak ) krn emg asal dr ronnya ini beda ron 92 shell murni ron 92 kl ron 92 pertamina itu dari ron 90,0
@you_rnamee @tanyarlfes Super ajaaa. Ron 92 udh cukup kok.,0
Bukan masalah ron 90 92 95 98 nya yang ngeyakinin aja bahlol makin gapercaya lah,0
@kompascom Dari RON 88 ke RON 92. Menang banyak!! #PertaminaSarangKoruptor https://t.co/aBML4nnxB8,0
@ebbe1802 @tijabar Jd mau diolah kek apapun stlh ron 90 ya tetap 90 krn kadar sulfurnya msh tetap sama nah shell yg dijual shell emg dr awal produksinya ron 92 dr proses reforming kl pertamina dr reforming 90 di olah lbh lanjut ( blending ) dan jd ron 92,0
@monsieurjans pertamax sama ron 92 punya shell/vivo kalah jauh a,0
@lyndaibrahim Pertanyaannya sekarang berarti bensin yg dilabel RON 92 dipasarkan sebenarnya bensin RON 90 dong? https://t.co/lieNslVecz,0
@PaltiWest2024 Masalahnya bukan Ron 88 atau Ron 92 atau apalah yang penting adalah Usut Sampai Dalang dibelakang ini...ini kan sudah terjadi 5tahun kok baru sekarang....ada apa? @KejaksaanRI @KPK_RI @prabowo,0
@RohendiMaulana @Boediantar4 Tapi emang pemerintah pinter ngelesnya kok bang dan ada faktanya Ron 92 Pertamina wana biru Ron 92 Shell warnanya hijau Dan warna biru Shell itu Ron 95,0
@asumsico Fakta 1. Invoice ron 92 isinya ron 90 bhkan kurang 2. Ron90 ini disimpan distorage Ron92 kalau dijual balik lgi jdi ron90 kan konyol ngapain cb repot2 nipu kan. Jd pasti dimodif lah biar jdi ron92.lah direktur shell bilang ga bisa ron90 dimodif naik oktannya trusss..,0
Soal Oplos BBM Dirut Pertamina Tegaskan Kualitas Pertamax RON 92 Sesuai Standar Ditjen Migas https://t.co/tF8yO7ystE,0
@Dennysiregar7 Dikejaksaan bilangnya di oplos di DPR bilangnya engga.. ini kita tau darimana.. mending di tes sama pihak ketiga secara terbuka untuk kandungan ron 92 biar ditangkap lagi yang ngmong ga dioplos,0
@V3g3L kalau RON 90 gabisa jadi 92 apa mungkin emang yang kitda dapat RON 90 murni tapi harga 92??????,0
Eh busyeettt ini lebih sadis lagi ? RON 88 dirubah menjadi RON 92 ? RAKYAT berhak lakukan class action ke @pertamina,0
Yang lagi rame RON 90 dan RON 92 aku cukup RON 88 deh buat ngilangin lemes. https://t.co/L7vR6qpZUv,0
Catatan Penting: Secara praktis untuk skala kecil pencampuran atau penambahan aditif seperti MTBE atau etanol adalah pilihan paling realistis. Namun ini memerlukan perhitungan presisi dan pengujian (misalnya dengan mesin uji CFR) utk memastikan RON benar-benar mencapai 92.,0
Lebih baik isi BBM Ron 92 di BP Saya mengisi BBM 26 Liter bayar hanya 25 Liter ada Cash Back 1 Liter. #PertaminaSarangKoruptor https://t.co/RZV4bjUazC,0
PO ke luar negeri beli bbm ron 92 dibayar dg harga ron 92. Minta dikirim ron 90 (hasil deal). Ada selisih harga dong? Diblendid jadi ron 92. Dijual dg harga ron 92. Kebutuhan ron 92 aman kas negara jg terisi sesuai. Everybody happy....ex rakyat jelata!,0
@republikaonline supaya kendaraan awet belilah BBM RON 92 ke atas di spbu selain ....,0
Direktur Utama PT Pertamina Simon Aloysius Mantiri menegaskan produk Pertamax (RON 92) dan BBM lainnya memiliki kualitas yang baik dan sesuai dengan standar yang ditetapkan oleh Ditjen Migas Kementerian ESDM. https://t.co/cDZhpOgoaA,2
Direktur Utama PT Pertamina Simon Aloysius Mantiri menegaskan produk Pertamax (RON 92) dan BBM lainnya memiliki kualitas yang baik dan sesuai dengan standar yang ditetapkan oleh Ditjen Migas Kementerian ESDM. https://t.co/EXWlI6SNUs,2
Direktur Utama PT Pertamina Simon Aloysius Mantiri menegaskan produk Pertamax (RON 92) dan BBM lainnya memiliki kualitas yang baik dan sesuai dengan standar yang ditetapkan oleh Ditjen Migas Kementerian ESDM. https://t.co/W1ipwz1tjs,2
keknya org2 pd ga ngerti bedanya blending dan oplos ya. semua produk jadi bbm itu hasil pencampuran minyak dan bahan2 kimia sampe didapat kualitas tertentu (mis ron 90/92). ini namanya blending dan legal. oplos itu nyampur bbm sama air misalkan yg nurunin kualitas,0
Penambahan Etanol Etanol memiliki RON sekitar 108-110 dan sering digunakan untuk meningkatkan angka oktan. Menambahkan etanol dalam jumlah tertentu (misalnya 5-10%) ke RON 90 bisa mencapai RON 92.,0
@anong117 @prastow @H0N357Y Oplos ron 90 dengan aditif memang lumrah tapi mengingat: 1. Impor sudah tidak sesuai spek 2. Dilakukan tidak di tempatnya Jadi wajar dong kalau kami yg awam ini curiga jangan2 aditif yang ditambahkan itu cuma pewarna supaya bisa dijual jadi RON 92.,0
@segara000 Betul! Logika aja mereka ngakalin invoice RON 90 sebagai RON 92. Otomatis itu di sistem mereka ya tercatat nya masukin barang RON 92 dong. Mau debatin definisi oplosan ampe berbuih juga tetep gk bisa menepis fakta kalo Hulu nya mereka aja udah rusak fatal QC nya!,0
@satriohendri @YouTube Suruh bahlil buka spek pertamina ron 92 bg... Kalo nipu lagi Pailitkan patraniaga. Ini spek taiwan.... https://t.co/eViQqhVp9t,0
@ainunnajib Bahan bakar Ron 90 jika dioplos dengan Ron 92 akan menjadi Ron berapa ?,0
@eleanorr234 menurut lo aj ron 88 dicampur ron 92 ap kgk berubah tuh bensin. ih kesel bgt,0
@txtdrimedia Abis liat video di platform sebelah ngejelasin hasil pengecekan pake alat pertamax turbo aja yg harusnya ron 98 pas di cek pake alat pengecekan ron cuma 91-92.. udah gila emang..,0
untuk mendapatkan RON 92 dari RON 90 dan RON 95: Ambil 80% RON 90 (0 8 × 90 = 72) dan 20% RON 95 (0 2 × 95 = 19). Total: 72 + 19 = 91 (mendekati 92 bisa disesuaikan lagi). Namun ini tergantung pda ketersediaan bahan bakar RON lebih tinggi. Penambahan Aditif Peningkat Oktan,0
@republikaonline Nih @MyPertaminaID jika @KejaksaanRI nyatakan minyak RON 88 diubah menjadi RON 92 bukannya namanya ngoplos? Jgn cuma masyarakat kecil aja yg dituding srg ngoplos versi receh.,0
Parahnya lagi para tersangka mengubah RON 88 yang dulu standar BBM jenis Premium dilebeli Pertamax RON 92. Negeri para Tipu-tipu Ndasmu Indonesia Gelap https://t.co/xHlXFOB3rF,0
Secara teknis dan ilmiah mengubah RON (Research Octane Number) 90 menjadi RON 92 pada bahan bakar berarti meningkatkan kemampuan bahan bakar tersebut untuk menahan detonasi (knocking) di mesin pembakaran internal. https://t.co/k9dyFiFnNJ,0
@KangManto123 @pertamina OPLOS RON 90 DENGAN 95 JADI 92 ATAU RON 88 DENGAN RON 92 JADI RON 90 DAN DIJUAL SESUAI HARGA DAN SPESIFIKASINYA APA MASALAH ?,0
@javachipeu @tanyarlfes Bilang isi aja berapa atau penuh sekalian cuma jual ron 92 doang ko tapi efeknya ke mesin jauh lebih enak,0
@satriohendri pertanyaan orang DPR nya yang tidak tepat. masa pertanyaannya apakah ron 90 dengan campuran tambahan bisa dibuat jadi ron 92? kalo tanyanya ke MLM eco racing jawabnya bisa wkwk. mestinya ditanyakan ron90 bisa dikemas lalu dijual seperto ron92?,0
Pertamina Pastikan Kualitas Pertamax RON 92 Sesuai Standar https://t.co/410YUO4iOv,2
@coketju @LambeResing Dipikir Nyampurin ron90 dan dijual sebagai ron 92 lalu tindakan itu disebut pakai bahasa inggris jadi langsung sesuai standar. Kesalahan berpikir wak,0
Sdh jd pemain utama drpda kompetitor asing yg lain gtu masih ada aja laporan kerugian yg di terima.. definisi gak pernah introspeksi diri dan mencari objek kambing hitam rakyatnya disuruh pindah pakai BBM RON 92 hanya utk membantu melancarkan keberlangsungan korupsi @pertamina,0
@tijabar Yg jadi kasus bukan ngoplos tapi ron 90 dikasih warna buat ron 92 jadi akhirnya ada Pertamax warna Pertamax tapi ron 90 Emang dari suppliernya udah fix Ron nya...... Jadi tetep yg culas bangsat2 Pertamina itu Mereka setting mulai dari hulu -hilir buat jual Ron 90 harga Ron 92,0
@RonnyYulianto13 Emang mas R type RON berapa ? 90? 92? Tapi kayanya sih 70-80 han Waktu diimpor,0
@KompasTV Kita harus cek... Kata kejakgung Ron 88 menjadi 92... jangan jangan Ron 98 dr Ron 90 wkwkwkwkwkwkwk....,0
@V3g3L Kecewa saya sekelas shell gabisa bikin ron 90 jadi 92,0
@kompascom sirup mardjan kalo dicampur ron 92 juga jadi mabuk pertamacs bruh..,0
@narkosun Sudah jelas ron 90 dijual dgn harga ron 92 alias pertamax masih juga omon omon,0
Sejumlah badan usaha penyalur BBM menegaskan penambahan zat aditif dalam proses blending hanya untuk meningkatkan kualitas produk bukan untuk mengubah angka oktan (RON). Pernyataan ini muncul sebagai respons atas isu dugaan pengoplosan Pertamax (RON 92) https://t.co/wOZvPQwP87,0
Sejumlah badan usaha penyalur BBM menegaskan penambahan zat aditif dalam proses blending hanya untuk meningkatkan kualitas produk bukan untuk mengubah angka oktan (RON). Pernyataan ini muncul sebagai respons atas isu dugaan pengoplosan Pertamax (RON 92) https://t.co/mA993jBEEq,1
Sejumlah badan usaha penyalur BBM menegaskan penambahan zat aditif dalam proses blending hanya untuk meningkatkan kualitas produk bukan untuk mengubah angka oktan (RON). Pernyataan ini muncul sebagai respons atas isu dugaan pengoplosan Pertamax (RON 92) https://t.co/lh8zBZYg6h,0
Nah! Mentrinya ngomong klu pencampuran itu tidak masalah asal speknya sama. Jadi secara tersurat dan tersurat that's okay dioplos antara ron 90 dan 92. Trus hasil oplosan dijual dan di-brand sebagai pertamax 92. Padahal sebelumnya dibantah ada oplosan. Pertamina juga bantah. https://t.co/gMXQAAdtcu,0
Bagaimana gak terprovokasi jelas bahwa ada fakta diungkap kejagung pengoplosan dari RON 88 dan RON 90 dijadikan RON 92.,0
Ya tapi tidak beli RON 90 dijual RON 92 terus untuk apa ada tersangka dan blending untuk meningkatkan RON bisa menggunakan Ethanol yang sangat merusak mesin,0
@Trump06655298 @MafiaWasit Iya Bro .. ikut prihatin .. Kasian itu takutnya kendaraannya yang kena Apalagi kalau yg perlu speq minimal Ron 92 dipaksa pake 88 atau 90,0
Bangsat... Bensin atau premium Ron 88 ngilang di pasaran ternyata dijadikan Ron 92.,0
gua ajarin nif dpr biar dapat jawaban yang sesuai Ron 90 mungkin naik jadi ron 92? jika ditambah zat adiktif itu kuliatas sama dengan ron 92 atau tidak? apa beda ron 90 dan ditambah zat tambahan itu? aggghhhhhhh,0
@basuki_btp @Gank_Of_Petojo @prabowo Bongkar Habis mas Broo @prabowo dari Hulu sampai Hilir Bubarkan seluruh Anak Perusahaan Pertamina dan kembalikan semua dibawah Control Manajemen Dirut dan Komisaris Utama. Yang paling Krusial - Pertamina harus menghapus Varian lain kecuali Ron 92 dan Pertamina Green 95 #hening,0
@Walfernz @spectatorindex Yaa indog pun rame mau jadi Malaysian.. Minyak aja pake ron 92 10ibuan lemah amat..,0
Lalu rakyatnya didorong beli RON 92 oplosan sengaja dijebak dan ditipu..,0
@tempodotco Fakta yang ada dari transaksi RON 88 di-blending dengan (RON) 92 dan dipasarkan seharga (RON) 92 Kejaksaan harus cek depo storage Pertamina ada lagi gak yg masih simpan sisa ron 88 karena ini udah dihapus dari peredaran,0
@tijabar Berul berarti Ibu itu sangat mengerti Trhnis bukan seperti Menteri Bahlil. Beda RON 88/90 dgn 92 diblending ga bisa jadi RON 92. Aditif gunanya proteksi mesin oktan booster gunanya menambah perform bahan bakar.,0
Bahlil bilang bagian dari proses blending. RON 88 (Premium) itu harganya cuma 6.500 malah dioplos jadi RON 92 (Pertamax) dan dijual jadi 12.900. Luar biasa memang kejahatan manusia Republik Indonesia.,0
Udahlah memang pertamina menipu masyarakat ini namanya. Ron 88 dibahas jadi Ron 92.. Ternak pertamina muncul kelen lapet. https://t.co/60EHXiURqg https://t.co/gt1eXEgRmU,0
@tjakramanipura Exactly. Menurut gw ini memang bukan soal oplos tapi soal nipu kalo Pertamax yang dijual bukan asalnya RON 92 murni alias dari RON 90 yang ditreatment TAPI dijual scr harga kyk dr RON 92 murni. Belum lg proses treatment naikin RON itu pasti berpengaruh di kualitas akhir bensin,0
1) Karena berita oplosan beberapa hari ini dimana-mana orang sudah tidak percaya lagi bahwa Pertamax itu benaran isinya RON 92. Minimal sekarang curiga. Barusan aku mau isi minyak juga punya perasaan sama. Termasuk Pertalite pun jangan-jangan RON juga sudah dibawah 90 sama,0
Sekarang ron 92 harganya naik ya jd 14 ribu/liter. Bodo amat penuhi saja tangki bensin motorku! Ogah ngisi di Pertaminanjing.,0
@smixxki @ibam14 @judginganalyst Malah bukan pengoplos jadinya tapi pemalsuan. Impornya RON 90 tapi dijual dan dilabeli RON 92 gitu?,0
Yang dibicarakan di kasus pertamina memang bukan oplos yang artinya ada masukkan zat atau cairan lain tapi perkara markup dari 90 dilebelin 92 . Ibaratnya ketentuan kendaraan lu harus ron 92 tapi lo isi ron 90 dengan cap pertamax ya alhasil fuel pumpnya lama2 rusak.,0
@eleanorr234 Memang ada beberapa mineral yg bs d blend kaya coal misalnya! Tp apa yakin blendnya pas atau knp single mineral aja klo memang ada?? *misalnya utk capai ron 92 harus blend minimal Ron 94 dan Ron 90 dgn takaran 60 : 40! Ga yakin sy mrk lakukan itu . Maaf kalau salah,0
@PartaiSocmed Makannya aneh di indonesia ron 92 aja hampir 2x lipat harga ron 95 di malaysia ternyata karna ini gila sih ini koruptor maksa orang miskin buat beli bbm mahal goblok goblok,0
@KolektorBatu @tijabar Udh bener itu penjelasan si ibu dia jual ron 92 ya beneran hasil produksi ron 92 tanpa bahan adifit peningkat ron beda ama yg Indonesia jual ron 92 tp belinya ron 90 yg dioplos emg jd rob 92 tp kualitas tentu beda,0
Jika memang benar Ron 90 bisa diubah menjadi Ron 92 hanya dengan Penambahan Additive artinya Pertamina telah melakukan trobosan baru membuat Ron 90 bisa berubah menjadi Ron 92 - seharusnya Pertamina Mempublikasikan perubahan itu lebih dahulu #hening,0
Sebenarnya sejak mengamati shell dan BP sering kosong untuk RON 92 mereka saya sudah curiga ada sesuatu dengan impor. Begitu juga suku cadang suku cadang motor ayah saya hanya filter oil tapi masuk sini lama sekali baru Januari akhir juga barangnya datang. https://t.co/JJVlDslSIr,0
@JhonSitorus_18 @fitra_eri oplos sama blending artinya pencampuran. yg dipertanyakan ini campurannya apa ? dan sesuai dgn spesifikasinya Ron 92 apa engga,0
Mega korupsi BBM oplosan RON 90 menjadi RON 92 ini merugikan negara 193 Trilyun Wait wait Negara rugi dmn nya? Bukanya yg rugi rakyat yg ditipu? https://t.co/a2eQgptIiu,0
@republikaonline Apakah ini artinya jika masyarakat beli bbm RON 92 dapatnya yg RON 88 ? Waaah keterlaluan ini masyarakat scr langsung yg dirugikan tdk hanya pemerintah,0
Bahkan oplosannya bukan RON 90 dg 92.. tapi RON 88 dg 92.. dimana RON 88 berarti PREMIUM,0
@Hilmi28 Denger dr sisi tek ga mngkin RON 90 jd 92. Yg mngkin itu 1) Dicampur jual sbg 92 atau 2) Dr sononya sdh ubah invoice. Kesalahan pengelola 2 korupsi &amp; penipuan produk. Point 2 publik bs nuntut ganti rugi ke Pertamina.,0
@haekalrast @lyndaibrahim Gimana kalau ada case bahwa operator taunya adalah itu ron 90 tanpa tau bahwa di invoice tertulisnya ron 92?,0
@kenhans03 Soal spesifikasi aja kagk ngerti macam mana spek ron 90 sama dengan ron 92? Sekolah dulu sambil main gundu lu bahlil?,0
Percaya atau tidak tapi sepengalaman gua untuk compare kualitas ron 92 pertamax dgn shell ini Jauh lebih bagus shell dari tenaga dan tancapan gassnya juga mulus dari tingkat iritan mananya sih relatif namun menurut gua sih lebih irit Shell,0
@KompasTV Fakta baru penyidikan di Kejagung menemukan minyak jenis RON 88 diubah para tersangka menjadi RON 92.,0
@Dandhy_Laksono Metode standarisasi pengujian RON 90/92/95 sampai saat ini tdk dibuka Pertamina utk diuji publik. Apakah mengacu ke ASTM atau Euro. Angka 90/92 itukan angkanya Riza Chalid. Bayangin betapa tololnya negara diatur oleh mafia beginian !,0
Dekat Indonesia &amp; Thailand diorang masih pakai RON 92.,0
@KompasTV Saya curiga nya RON 90 di campur saja dengan RON 92 asli. Misal ada 1 juta barrel Ron 90 dicampur 1 juta barrel ron 92. Masih belum ada nih tersangka nya dari bagian QC. Kok bisa lolos diterima fisik ron 90 tapi surat ron 92 ? Kok bisa lolos dijual juga sebagai ron 92 ?,0
